doctor_id,doctor_name_zh,hospital_zh,department_zh,subdepartment_zh,specialty_raw_zh,source_url
CGMH_LINKOU_CARDIO_050,謝舒筠,林口長庚紀念醫院,心臟內科,心臟內科,心臟血管疾病、心律不整、心臟節律器治療、心臟血管超音波、週邊血管超音波,
CGMH_LINKOU_CARDIO_051,郭啟泰,林口長庚紀念醫院,心臟內科,心臟內科,心臟電氣生理檢查及介入性治療、心律調節器植入、冠心病及高血壓、心衰竭病患之診療,
CGMH_LINKOU_CARDIO_052,邱凱斌,林口長庚紀念醫院,心臟內科,心臟內科,心臟血管疾病、介入性心導管治療、心臟血管超音波、週邊血管超音波,
CGMH_LINKOU_CARDIO_053,許隆安,林口長庚紀念醫院,心臟內科,心臟內科,一般心臟及高血壓疾病、週邊血管介入性治療、洗腎廔管介入性治療、分子遺傳學,
CGMH_LINKOU_CARDIO_054,謝宜璋,林口長庚紀念醫院,心臟內科,心臟內科,"心臟血管疾病、介入性心導管治療(冠狀動脈及頸動脈)、結構性心臟病的心導管介入治療、心衰竭,冠心病及高血壓治療",
CGMH_LINKOU_CARDIO_055,許承越,林口長庚紀念醫院,心臟內科,心臟內科,內科,
CGMH_LINKOU_CARDIO_056,林芬瓊,林口長庚紀念醫院,心臟內科,心臟內科,心臟血管疾病、心臟超音波,
CGMH_LINKOU_CHEST_001,李祖全,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及肺阻塞、慢性咳嗽、結核及感染性疾病,
CGMH_LINKOU_CHEST_002,張博瑞,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、結核及感染性疾病,
CGMH_LINKOU_CHEST_003,黃崇旂,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘、慢性咳嗽、結核及感染性疾病、戒菸,
CGMH_LINKOU_CHEST_004,王圳華,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_005,陳濘宏,林口長庚紀念醫院,胸腔內科,胸腔內科,睡眠呼吸呼吸困難及打鼾、氣喘及慢性阻塞性肺疾、戒菸,
CGMH_LINKOU_CHEST_006,黃建達,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、胸腔保健及復建,
CGMH_LINKOU_CHEST_007,羅友倫,林口長庚紀念醫院,胸腔內科,胸腔內科,呼吸睡眠障礙、慢性咳嗽、氣喘及慢性阻塞性肺疾,
CGMH_LINKOU_CHEST_008,王才郁,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、打呼、阻塞型睡眠呼吸中止症,
CGMH_LINKOU_CHEST_009,羅君禹,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、結核及感染性疾病,
CGMH_LINKOU_CHEST_010,邱立忠,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、結核及感染性疾病,
CGMH_LINKOU_CHEST_011,張美元,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及肺阻塞、慢性咳嗽、結核及感染性疾病,
CGMH_LINKOU_CHEST_012,鄭信奕,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及肺阻塞、慢性咳嗽、結核及過敏性疾病,
CGMH_LINKOU_CHEST_013,張克威,林口長庚紀念醫院,胸腔內科,胸腔內科,慢性咳嗽及氣喘、過敏性呼吸道疾病、氣喘及慢性呼吸阻塞性肺疾,
CGMH_LINKOU_CHEST_014,柯皓文,林口長庚紀念醫院,胸腔內科,胸腔內科,肺癌檢查及治療、氣喘、肺氣腫、肺感染、咳嗽、胸痛,
CGMH_LINKOU_CHEST_015,黃世緯,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_016,徐振筌,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_017,朱家壎,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_018,黃宗楨,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_019,吳浩銘,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_020,李適鴻,林口長庚紀念醫院,胸腔內科,胸腔內科,介入性支氣管鏡，胸腔醫學，胸腔腫瘤學，重症醫學,
CGMH_LINKOU_CHEST_021,徐稟智,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、結核及感染性疾病、肺部腫瘤,
CGMH_LINKOU_CHEST_022,呂紹煒,林口長庚紀念醫院,胸腔內科,胸腔內科,內科學、呼吸胸腔醫學、重症加護醫學,
CGMH_LINKOU_CHEST_023,郭志熙,林口長庚紀念醫院,胸腔內科,胸腔內科,慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_024,林定佑,林口長庚紀念醫院,胸腔內科,胸腔內科,肺癌、氣喘、慢性阻塞性肺疾、慢性咳嗽、肺炎、無痛無感氣管鏡鎮靜術,
CGMH_LINKOU_CHEST_025,王智亮,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、肺部腫瘤,
CGMH_LINKOU_CHEST_026,陳志弘,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及慢性阻塞性肺疾、結核及感染性疾病、肺部腫瘤,
CGMH_LINKOU_CHEST_027,劉劍英,林口長庚紀念醫院,胸腔內科,胸腔內科,慢性咳嗽、肺部腫瘤,
CGMH_LINKOU_CHEST_028,蔡熒煌,林口長庚紀念醫院,胸腔內科,胸腔內科,呼吸胸腔醫學、肺癌、重症醫學,
CGMH_LINKOU_CHEST_029,莊立邦,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及肺阻塞、結核及感染性疾病、睡眠呼吸困難及打鼾,
CGMH_LINKOU_CHEST_030,洪禎佑,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘、慢性咳嗽、慢性支氣管炎、肺阻塞、無痛無感支氣管鏡檢查、結核病和潛伏性肺結核、細菌性肺炎、流感和病毒性肺炎、風濕免疫和血液疾病相關肺部併發症、急性呼吸窘迫症候群,
CGMH_LINKOU_CHEST_031,邱子萱,林口長庚紀念醫院,胸腔內科,胸腔內科,慢性咳嗽、氣喘及肺阻塞、肺部感染症,
CGMH_LINKOU_CHEST_032,洪巍訓,林口長庚紀念醫院,胸腔內科,胸腔內科,慢性咳嗽、氣喘及肺阻塞、肺部感染症、肺部復健、高齡醫學暨藥物整合,
CGMH_LINKOU_CHEST_033,黃繼賢,林口長庚紀念醫院,胸腔內科,胸腔內科,"氣喘, 肺部腫瘤, 慢性阻塞性肺疾, 慢性咳嗽, 肺部復健",
CGMH_LINKOU_CHEST_034,林士為,林口長庚紀念醫院,胸腔內科,胸腔內科,睡眠醫學、肺部感染症、氣喘及肺阻塞及氣喘、重症照護,
CGMH_LINKOU_CHEST_035,謝孟亨,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及肺阻塞、支氣管擴張症、結核、肺腫瘤,
CGMH_LINKOU_CHEST_036,謝孟哲,林口長庚紀念醫院,胸腔內科,胸腔內科,"1.呼吸生理，運動呼吸生理 2.肺功能檢測，運動心肺功能檢測之臨床應用與研究 3.結核病 (Tuberculosis)，肺感染症 (Pneumonia, Influenza) 4.呼吸道疾病 (COPD, Asthma) 5.急慢性機械通氣照護",
CGMH_LINKOU_CHEST_037,林鴻銓,林口長庚紀念醫院,胸腔內科,胸腔內科,胸腔醫學、胸腔復健、重症醫學、呼吸治療、肺感染免疫學,
CGMH_LINKOU_CHEST_038,胡漢忠,林口長庚紀念醫院,胸腔內科,胸腔內科,氣喘及肺阻塞、結核及感染性疾病、重症醫學,
CGMH_LINKOU_CHEST_039,枋岳甫,林口長庚紀念醫院,胸腔內科,胸腔內科,肺癌診斷與治療、重症醫學、呼吸治療,
CGMH_LINKOU_CHEST_040,傅瑞英,林口長庚紀念醫院,胸腔內科,胸腔內科,重症醫學、急性肺損傷、血流動力學監測、胸腔內科,
CGMH_LINKOU_ENDO_001,徐智威,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_002,周鈺芸,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_003,王涵芸,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、高血脂、代謝症候群、肥胖與減重、甲狀腺、內分泌疾病,
CGMH_LINKOU_ENDO_004,董冠廷,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_005,蔡松昇,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、高血脂、甲狀腺與內分泌疾病、代謝症候群、糖尿病足病變,
CGMH_LINKOU_ENDO_006,劉鳳炫,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病慢性併發症、甲狀腺自體免疫疾病 、代謝症候群、高血脂,
CGMH_LINKOU_ENDO_007,張宏猷,林口長庚紀念醫院,新陳代謝科,新陳代謝科,甲狀腺及胰島細胞腫瘤之研究、糖尿病、骨質疏鬆、代謝症候群、甲狀腺及內分泌疾病,
CGMH_LINKOU_ENDO_008,黃瓊慧,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病衛教及臨床流行病學、甲狀腺疾病、糖尿病、代謝症候群、內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_009,洪士淵,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、甲狀腺、內分泌疾病、代謝症候群、糖尿病足病變,
CGMH_LINKOU_ENDO_010,黃禹堯,林口長庚紀念醫院,新陳代謝科,新陳代謝科,副甲狀腺與腎上腺疾病、糖尿病基因 、糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_011,莊峻鍠,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、代謝症候群、甲狀腺及內分泌疾病,
CGMH_LINKOU_ENDO_012,黃兆山,林口長庚紀念醫院,新陳代謝科,新陳代謝科,骨質疏鬆、糖尿病足病變、糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_013,劉妙真,林口長庚紀念醫院,新陳代謝科,新陳代謝科,甲狀腺、副甲狀腺、骨質疏鬆肥胖症、糖尿病、代謝症候群、內分泌疾病、RFA,
CGMH_LINKOU_ENDO_014,王誌慶,林口長庚紀念醫院,新陳代謝科,新陳代謝科,賀爾蒙、腎上腺、糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_015,林嘉鴻,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_016,林承緯,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、甲狀腺、內分泌疾病、代謝症候群、糖尿病足病變,
CGMH_LINKOU_ENDO_017,李晏榮,林口長庚紀念醫院,新陳代謝科,新陳代謝科,甲狀腺消融暨介入治療、肥胖症、糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變、RFA,
CGMH_LINKOU_ENDO_018,陳怡文,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、高血脂、代謝症候群、肥胖與減重、甲狀腺、內分泌疾病、糖尿病足病變,
CGMH_LINKOU_ENDO_019,周威宇,林口長庚紀念醫院,新陳代謝科,新陳代謝科,甲狀腺消融暨介入治療、糖尿病、高血壓、高血脂、代謝症候群、內分泌疾病及糖尿病足病變、RFA,
CGMH_LINKOU_ENDO_020,林怡瑄,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、甲狀腺疾病、內分泌疾病、骨質疏鬆,
CGMH_LINKOU_ENDO_021,呂毓苓,林口長庚紀念醫院,新陳代謝科,新陳代謝科,糖尿病、代謝症候群、甲狀腺及內分泌疾病、糖尿病足病變,
CGMH_LINKOU_GI_001,沈一嫻,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,C型肝炎之治療、胃腸疾病、肝膽超音波檢查。,
CGMH_LINKOU_GI_002,戴達英,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝臟學、B型肝炎病毒。,
CGMH_LINKOU_GI_003,邱正堂,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,小腸腸道疾病診療、消化道癌症之診療、胃腸道內視鏡治療及內視鏡超音波之診療、逆流性食道炎之診療,
CGMH_LINKOU_GI_004,林錫銘,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝臟腫瘤之細針抽吸、肝生檢、細胞學診斷、肝腫瘤顯影劑超音波診斷、肝腫瘤的酒精注射、射頻消融治療 (RFA)與微波消融治療； 肝癌的標靶藥物與免疫藥物治療。,
CGMH_LINKOU_GI_005,簡榮南,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,慢性BC型肝炎、肝硬化及肝癌其它肝病的診斷及治療。,
CGMH_LINKOU_GI_006,謝森永,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,Hepatology、Cancer Biology、Virology、內科學、胃腸肝膽疾病、癌症生物學、病毒學。,
CGMH_LINKOU_GI_007,葉昭廷,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,Hepatology、Molecular Virology、Hepatocarcinogenesis。,
CGMH_LINKOU_GI_008,許朝偉,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,慢性B型及C型肝炎之基礎研究及臨床藥物試驗與治療、胃腸疾病、肝膽疾病。,
CGMH_LINKOU_GI_009,林蔚然,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,減重及治療內視鏡，癌症能量研究。,
CGMH_LINKOU_GI_010,吳泰錡,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_011,何沛桓,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_012,劉冠廷,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_013,游仁,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_014,陳昱廷,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_015,孟明蓉,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_016,郭曜瑋,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_017,徐毓均,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_018,戴佳虹,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_019,徐正二,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_020,蘇崇維,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_021,劉彥君,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,慢性肝炎與其併發症之診斷、治療與研究。,
CGMH_LINKOU_GI_022,王昇富,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,EUS與胰臟囊腫研究、ERCP臨床應用。,
CGMH_LINKOU_GI_023,林伯庭,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝癌肝炎肝硬化之診治、研究與臨床試驗，胃腸疾病之診斷與治療。,
CGMH_LINKOU_GI_024,陳博煥,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,治療性內視鏡與腸胃道動力學專長。,
CGMH_LINKOU_GI_025,陳正仁,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,致力於B型和C型肝炎追蹤治療和肝纖維化超音波檢查。,
CGMH_LINKOU_GI_026,郭偉亮,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,食道動力學檢查與臨床研究（Manometry），胃食道逆流診斷（有線與無線食道酸鹼檢測）與治療，進階消化道內視鏡手術（消化道息肉及早期癌切除)。,
CGMH_LINKOU_GI_027,鄭雅婷,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,BC型肝炎追蹤治療和胃腸肝膽科重症病患的照護。,
CGMH_LINKOU_GI_028,吳季桓,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,膽胰疾病內視鏡診斷與介入操作。,
CGMH_LINKOU_GI_029,滕威,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝癌的診斷和治療。,
CGMH_LINKOU_GI_030,李柏賢,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,發炎性腸道疾病、微菌治療。,
CGMH_LINKOU_GI_031,林正祐,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,內視鏡超音波、腸胃道癌症診斷與早期防治，發炎性腸道疾病診治，腸道菌相、自體免疫胃腸道病症。,
CGMH_LINKOU_GI_032,謝彝中,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝炎及肝癌診斷與治療。,
CGMH_LINKOU_GI_033,陳俊瑋,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,B型，C型肝炎治療、肝硬化及肝癌診斷及治療、幽門螺旋桿菌治療、小腸或不明原因消化道出血診斷及治療、膠囊內視鏡術、大腸鏡檢、大腸瘜肉切除。,
CGMH_LINKOU_GI_034,鄭文睿,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,* Chronic hepatitis B (HBV) * HBV cure and finite antiviral therapy * MASLD/MASH and metabolic risk factors for liver disease and hepatocellular carcinoma * Clinical trials in liver diseases * Liver immunology and translational research * Biomarker discovery and precision hepatology,
CGMH_LINKOU_GI_035,黃建豪,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝癌、肝硬化併肝腦病變及肝炎之診斷、治療與臨床免疫研究。,
CGMH_LINKOU_GI_036,郭家榮,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,消化性潰瘍、頑固性胃幽門螺旋桿菌感染。發炎性腸道疾病(克隆氏症、潰瘍性大腸炎)、消化道內視鏡之診斷與治療、微菌叢植入治療。,
CGMH_LINKOU_GI_037,陳聰興,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,腸胃醫學、肝臟疾病、胃小腸及大腸鏡檢查治療、早期胃大腸癌內視鏡切除及基礎醫學研究。,
CGMH_LINKOU_GI_038,李沐憲,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,膽胰支架置放、偽囊腫與EUS導引引流、內視鏡吻合術。,
CGMH_LINKOU_GI_039,宋昌穆,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,大腸微菌叢研究、胃癌治療及相關研究、胃腸與肝炎疾病。,
CGMH_LINKOU_GI_040,陳威廷,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝癌診治，腹部超音波介入治療及消化道疾病重症患者診治。,
CGMH_LINKOU_GI_041,鄒永寬,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,ERCP治療、小腸疾病與膠囊內視鏡臨床研究、胃食道及咽喉逆流、食道動力學檢查、功能性消化不良。高難度內視鏡處置與教學訓練推動者。,
CGMH_LINKOU_GI_042,林偉彬,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,小腸鏡檢查及其相關治療。,
CGMH_LINKOU_GI_043,林政輝,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胰臟疾病處置、雙氣囊小腸鏡、經口膽道鏡。,
CGMH_LINKOU_GI_044,宋皚峰,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胰臟炎與胰腺腫瘤基礎研究與臨床應用。,
CGMH_LINKOU_GI_045,張明鈴,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,?精於病毒性肝炎、脂肪肝及自體免疫肝病的診斷及治療。,
CGMH_LINKOU_GI_046,蔡銘鴻,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,門脈高壓及肝硬化併發症。急性肝衰竭，慢性肝衰竭急性惡化之重症加護。,
CGMH_LINKOU_GI_047,何玉彬,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,消化道出血之內視鏡治療及肝膽胰胃腸相關之重症疾病之研究及治療、大腸疾病之診斷及治療、大腸鏡檢查及大腸鏡息肉切除、猛暴性肝衰竭之研究及治療。,
CGMH_LINKOU_GI_048,林淳榮,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,B型及D型肝炎之基礎研究、內視鏡超音波及相關、內視鏡超音波、食道及胃腸道腫瘤之黏膜切除術、胰臟疾病研究。,
CGMH_LINKOU_GI_049,林俊彥,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝炎，肝硬化及肝癌治療。從事肝病臨床研究，及免疫轉譯研究。,
CGMH_LINKOU_GI_050,侯瑋恩,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_051,陳昱州,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_052,耿祥庭,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_053,林歆哲,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_054,廖健宏,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_055,陳昱翰,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_056,林安砥,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_057,劉中偉,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_058,莊至鈞,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_059,謝清瑞,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_060,黃俊宏,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_061,蘇璟煌,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_062,江明峰,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,胃腸肝膽疾病診斷治療。,
CGMH_LINKOU_GI_063,廖運範,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,B型肝炎治療,
CGMH_LINKOU_GI_064,陳益程,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肥胖、體重控制、病毒性肝炎，代謝性異常脂肪性肝病診斷與治療。,
CGMH_LINKOU_GI_065,許振銘,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,大腸鏡診斷及治療、小腸疾病與膠囊內視鏡之臨床研究、消化道治療性內視鏡及雙氣囊小腸鏡之臨床研究。,
CGMH_LINKOU_GI_066,蘇銘堯,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,肝膽胰臟疾病之診斷與治療、消化道治療性內視鏡之臨床研究與治療、無痛大腸鏡、雙氣囊小腸鏡,
CGMH_LINKOU_GI_067,林成俊,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,中小型肝癌微創消融治療 (包括多針聯合消融及微波消融) 肝癌標靶免疫藥物治療以及聯合治療(含質子放射，肝動脈化學藥物治療） 肝炎，肝硬化，肝腫瘤診斷及治療 一般胃腸疾病診斷及治療,
CGMH_LINKOU_GI_068,朱允義,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,內視鏡超音波及細針細胞抽吸生檢術(FNAC & TCB)、消化道早期癌症內視鏡治療(ESD)、胃食道逆流疾病及上消化道動力學(Menometry)、胃腸肝膽疾病,
CGMH_LINKOU_GI_069,鄭浩材,林口長庚紀念醫院,胃腸肝膽科,胃腸肝膽科,一般肝膽胃腸疾病、消化系內視鏡檢查治療、腹部超音波、ERCP,
CGMH_LINKOU_GERI_001,廖國臣,林口長庚紀念醫院,高齡醫學科,高齡醫學科,常見老年慢性病診治(如高血壓、糖尿病、慢性便祕、泌尿道感染等)、藥物整合、周全性老年整合評估,
CGMH_LINKOU_GERI_002,陳英仁,林口長庚紀念醫院,高齡醫學科,高齡醫學科,常見老年慢性病診治(如心臟病、高血壓、糖尿病、慢性便祕、泌尿道感染等)、藥物整合、周全性老年整合評估,
CGMH_LINKOU_GERI_003,何維邦,林口長庚紀念醫院,高齡醫學科,高齡醫學科,高齡醫學、腫瘤學、一般內科學、藥物整合、預防醫學,
CGMH_LINKOU_GYN_001,王誠,林口長庚紀念醫院,婦產科,婦產科,1. 各種生殖泌尿道脫垂手術(包括微創式) 2. 各種婦女尿失禁手術(包括微創式及雷射治療) 3. 骨盆底肌功能異常之物理治療(非手術治療) 4. 生殖泌尿道廔管手術 5. 婦女膀胱功能異常之藥物治療 6. 雷射治療-更年期生殖泌尿道徵候群 7. 子宮癌根除手術後解尿困難,
CGMH_LINKOU_GYN_002,梁景忠,林口長庚紀念醫院,婦產科,婦產科,婦女尿路感染、頻尿與尿失禁各種治療、子宮膀胱直腸脫出手術、腹腔鏡微創手術、婦女性困擾諮商、優生保健與高危險妊娠,
CGMH_LINKOU_GYN_003,盧佳序,林口長庚紀念醫院,婦產科,婦產科,1. 疾病：女性尿失禁、盆底鬆弛脫垂 2. 手術：微創盆底脫垂、微創陰道帶尿失禁、微創人工補片筋膜骨盆重建手術 3. 物理治療：頻尿、急尿與尿失禁、子宮脫垂之物理復健治療法 4. 診斷：下生殖道與泌尿道超音波檢查、門診軟式膀胱鏡檢查,
CGMH_LINKOU_GYN_004,林益豪,林口長庚紀念醫院,婦產科,婦產科,一般產前檢查及自然生產/剖腹生產，婦科疾病及子宮鏡與腹腔鏡手術(子宮肌瘤、卵巢瘤、子宮內膜異位症等)，婦女骨盆疾病(腹腔鏡/達文西/經陰道子宮脫垂及膀胱脫垂手術、陰道整型手術、尿失禁手術、間質性膀胱炎治療、肉毒桿菌注射、陰道雷射手術等),
