醫師姓名,專長
李威震,肝臟外科、細胞治療
詹昆明,肝臟外科、膽道外科暨腹腔鏡手術、胰臟外科
周宏學,肝臟外科、膽道外科暨腹腔鏡手術、達文西手術機械手臂微創手術
吳庭榕,肝臟外科、膽道外科暨腹腔鏡手術、達文西手術機械手臂微創手術
李正方,肝臟外科、膽道外科暨腹腔鏡手術、胃腸外科
吳宗翰,肝臟外科、膽道外科暨腹腔鏡手術
王瑜肇,肝臟移植外科、甲狀腺手術
李勁樵,"肝臟及膽道手術,肝癌治療,微創疝氣手術,腹腔鏡微創手術,胃腸道手術"
洪豪謙,肝膽外科暨腹腔鏡手術、疝氣微創手術、胃腸外科
賴殷,肝臟移植外科
鄭志軒,肝臟外科、胃腸外科
