醫師姓名,專長
郭明宗,血液病及淋巴瘤
林棟樑,血液病及淋巴瘤、血液幹細胞移植
張　鴻,血液病及淋巴瘤、血友病
洪玉馨,血液病及淋巴瘤
高小雯,血液病及淋巴瘤
施宣任,血液病及淋巴瘤
蘇羿囷,血液病及淋巴瘤、血液幹細胞移植
王元欽,血液病及淋巴瘤
陳寧君,血液病及淋巴瘤
詹筑伊,血液病及淋巴瘤
莊覲瑄,血液病及淋巴瘤
林子琪,內科
吳懷珏,內科
王閔,內科
