醫師姓名,專長
羅濟函,內科疾病
周大衛,內科疾病
李明勲,感染醫學、感染管制、愛滋病
林奕圻,內科疾病、感染症
劉仲淇,感染醫學 、感染管制
黃景泰,內科學、感染醫學、臨床感染症、基礎免疫學、感染管制。
吳丁樹,分枝桿菌之研究及診治、後天免疫不全症候群之診治、克雷白氏菌肝膿瘍之診治。
謝顯森,感染醫學、感染管制
黃柏諺,感染醫學 、感染管制
陳南伃,愛滋病、不明熱、感染醫學、感染管制
葉峻甫,內科學、微生物感染、免疫學。
